trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
498	Sailor Ernest3	Sailor Ernest	3	route	Singles	Check Bad Move	2	59	59	FALSE	FALSE	Conkeldurr:59:UNK:NONE:Hardy:Hammer Arm,Stone Edge,Focus Punch,Superpower|Linoone:59:UNK:NONE:Hardy:Double-Edge,Rest,Belly Drum,Fling	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
499	Sailor Ernest4	Sailor Ernest	4	route	Singles	Check Bad Move	2	59	59	FALSE	FALSE	Conkeldurr:59:UNK:NONE:Hardy:Hammer Arm,Stone Edge,Focus Punch,Superpower|Linoone:59:UNK:NONE:Hardy:Double-Edge,Rest,Belly Drum,Fling	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
500	Sailor Ernest5	Sailor Ernest	5	route	Singles	Check Bad Move	2	59	59	FALSE	FALSE	Conkeldurr:59:UNK:NONE:Hardy:Hammer Arm,Stone Edge,Focus Punch,Superpower|Linoone:59:UNK:NONE:Hardy:Double-Edge,Rest,Belly Drum,Fling	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
501	Hiker Eli	Hiker Eli	1	route	Singles	Check Bad Move	1	41	41	FALSE	FALSE	Camerupt:41:UNK:NONE:Hardy:Earth Power,Curse,Take Down,Yawn	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
502	Pokefan Annika	Pokefan Annika	1	route	Singles	Check Bad Move	2	70	70	FALSE	FALSE	Luvdisc:70:UNK:NONE:Hardy:Soak,Hydro Pump,Safeguard,Moonblast|Wigglytuff:70:UNK:NONE:Hardy:Covet,Alluring Voice,Moonblast,Lovely Kiss	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
503	Cooltrainer 2 Jazmyn	Cooltrainer 2 Jazmyn	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	57	57	FALSE	FALSE	Absol:57:UNK:NONE:Hardy:Sucker Punch,Razor Wind,Future Sight,Perish Song	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
504	Ninja Boy Jonas	Ninja Boy Jonas	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	55	55	FALSE	FALSE	Weezing:55:UNK:NONE:Hardy:Sludge Bomb,Explosion,Destiny Bond,Belch|Weezing-Galar:55:UNK:NONE:Hardy:Sludge Bomb,Toxic,Belch,Explosion	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
505	Parasol Lady Kayley	Parasol Lady Kayley	1	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Tauros:56:UNK:NONE:Hardy:Raging Bull,Zen Headbutt,Swagger,Thrash|Tauros-Paldea-Combat:56:UNK:NONE:Hardy:Rest,Swagger,Thrash,Double-Edge	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
506	Expert Auron	Expert Auron	1	route	Singles	Check Bad Move	2	59	59	FALSE	FALSE	Bombirdier:59:UNK:NONE:Hardy:Dual Wingbeat,Rock Slide,Knock Off,Parting Shot|Kangaskhan:59:UNK:NONE:Hardy:Endure,Outrage,Sucker Punch,Reversal	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
507	Sailor Kelvin	Sailor Kelvin	1	route	Singles	Check Bad Move	1	74	74	FALSE	FALSE	Machamp:74:UNK:NONE:Hardy:Cross Chop,Scary Face,Dynamic Punch,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
508	Cooltrainer Marley	Cooltrainer Marley	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	1	72	72	FALSE	FALSE	Dragonite:72:UNK:NONE:Hardy:Aqua Tail,Dragon Rush,Safeguard,Outrage	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
509	Battle Girl Reyna	Battle Girl Reyna	1	route	Singles	Check Bad Move	2	72	72	FALSE	FALSE	Lucario:72:UNK:NONE:Hardy:Close Combat,Calm Mind,Dragon Pulse,Final Gambit|Beedrill:72:UNK:NONE:Hardy:Poison Jab,Agility,Endeavor,Fell Stinger	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
510	Sailor Hudson	Sailor Hudson	1	route	Singles	Check Bad Move	2	72	72	FALSE	FALSE	Kingdra:72:UNK:NONE:Hardy:Dragon Pulse,Dragon Dance,Hydro Pump,Snipe Shot|Kingler:72:UNK:NONE:Hardy:Brine,Crabhammer,Flail,Meteor Mash	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
511	Expert Conor	Expert Conor	1	route	Singles	Check Bad Move	2	71	71	FALSE	FALSE	Lanturn:71:UNK:NONE:Hardy:Hydro Pump,Ion Deluge,Parabolic Charge,Charge|Stoutland:71:UNK:NONE:Hardy:Reversal,Last Resort,Giga Impact,Play Rough	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
512	Lvl -2 Collector Edwin	Lvl -2 Collector Edwin	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-2	-2	TRUE	FALSE	Ludicolo:-2:Own Tempo:Coba Berry:Timid:Mega Drain,Bubble Beam,Aurora Beam,Fake Out|Stoutland:-2:Intimidate:Silk Scarf:Jolly:Retaliate,Crunch,Thunder Fang,Psychic Fangs|Clodsire:-2:Unaware:Black Sludge:Impish:Poison Jab,Bulldoze,Rock Tomb,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
513	Collector Hector	Collector Hector	1	route	Singles	Check Bad Move	2	40	40	FALSE	FALSE	Zangoose:40:UNK:NONE:Hardy:False Swipe,Embargo,Detect,Fake Out|Seviper:40:UNK:NONE:Hardy:Poison Jab,Haze,Swords Dance,Crunch	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
514	Magma Admin Tabitha Mossdeep	Magma Admin Tabitha Mossdeep	1	admin	Singles	Check Bad Move	3	36	40	FALSE	FALSE	Camerupt:36:UNK:NONE:Hardy:Lava Plume,Earth Power,Curse,Take Down|Mightyena:38:UNK:NONE:Hardy:Assurance,Scary Face,Crunch,Taunt|Golbat:40:UNK:NONE:Hardy:Poison Fang,Leech Life,Dual Wingbeat,Haze	12 hp,12 at,12 df,12 sa,12 sd,12 sp|12 hp,12 at,12 df,12 sa,12 sd,12 sp|12 hp,12 at,12 df,12 sa,12 sd,12 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
515	Lvl -2 Collector Edwin2	Lvl -2 Collector Edwin	2	route	Singles	Check Bad Move	3	-2	-2	TRUE	TRUE	Ludicolo:-2:Own Tempo:Coba Berry:Timid:Mega Drain,Bubble Beam,Aurora Beam,Fake Out|Stoutland:-2:Intimidate:Silk Scarf:Jolly:Retaliate,Crunch,Thunder Fang,Psychic Fangs|Clodsire:-2:Unaware:Black Sludge:Impish:Poison Jab,Bulldoze,Rock Tomb,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	180 sa,180 sp|180 at,180 sp|180 hp,180 df	hzla_dynamic_calc_imp_1-3	Asserted
516	Lvl -2 Collector Edwin3	Lvl -2 Collector Edwin	3	route	Singles	Check Bad Move	3	-2	-2	TRUE	TRUE	Ludicolo:-2:Own Tempo:Coba Berry:Timid:Mega Drain,Bubble Beam,Aurora Beam,Fake Out|Stoutland:-2:Intimidate:Silk Scarf:Jolly:Retaliate,Crunch,Thunder Fang,Psychic Fangs|Clodsire:-2:Unaware:Black Sludge:Impish:Poison Jab,Bulldoze,Rock Tomb,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	180 sa,180 sp|180 at,180 sp|180 hp,180 df	hzla_dynamic_calc_imp_1-3	Asserted
517	Lvl -2 Collector Edwin4	Lvl -2 Collector Edwin	4	route	Singles	Check Bad Move	3	-2	-2	TRUE	TRUE	Ludicolo:-2:Own Tempo:Coba Berry:Timid:Mega Drain,Bubble Beam,Aurora Beam,Fake Out|Stoutland:-2:Intimidate:Silk Scarf:Jolly:Retaliate,Crunch,Thunder Fang,Psychic Fangs|Clodsire:-2:Unaware:Black Sludge:Impish:Poison Jab,Bulldoze,Rock Tomb,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	180 sa,180 sp|180 at,180 sp|180 hp,180 df	hzla_dynamic_calc_imp_1-3	Asserted
518	Lvl -2 Collector Edwin5	Lvl -2 Collector Edwin	5	route	Singles	Check Bad Move	3	-2	-2	TRUE	TRUE	Ludicolo:-2:Own Tempo:Coba Berry:Timid:Mega Drain,Bubble Beam,Aurora Beam,Fake Out|Stoutland:-2:Intimidate:Silk Scarf:Jolly:Retaliate,Crunch,Thunder Fang,Psychic Fangs|Clodsire:-2:Unaware:Black Sludge:Impish:Poison Jab,Bulldoze,Rock Tomb,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	180 sa,180 sp|180 at,180 sp|180 hp,180 df	hzla_dynamic_calc_imp_1-3	Asserted
519	Rival Wally Vr	Rival Wally Vr	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	84	84	TRUE	TRUE	Sneasler:84:Poison Touch:Focus Sash:Jolly:Fake Out,Dire Claw,Close Combat,Rock Slide|Shaymin-Sky:84:Serene Grace:Choice Specs:Timid:Air Slash,Seed Flare,Earth Power,Psychic|Celesteela:84:Beast Boost:Power Herb:Modest:Air Slash,Flash Cannon,Meteor Beam,Flamethrower|Darmanitan:84:Sheer Force:Life Orb:Jolly:Flare Blitz,Rock Slide,Earthquake,Superpower|Raging Bolt:84:Protosynthesis:Booster Energy:Timid:Dragon Pulse,Thunderclap,Thunderbolt,Hyper Voice|Gardevoir:84:Trace:Gardevoirite:Timid:Hyper Voice,Psychic,Focus Blast,Calm Mind|Gardevoir-Mega:84:Pixilate:Gardevoirite:Timid:Hyper Voice,Psychic,Focus Blast,Calm Mind	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
520	Rival Brendan Route 103 Mudkip	Rival Brendan Route 103 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability	1	5	5	FALSE	FALSE	Treecko:5:UNK:NONE:Hardy:Pound,Leer	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
521	Rival Brendan Route 110 Mudkip	Rival Brendan Route 110 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Dragonair:-1:Shed Skin:Eviolite:Impish:Dragon Tail,Dragon Rage,Body Slam,Thunder Wave|Gorebyss:-1:Dazzling:Sitrus Berry:Modest:Aurora Beam,Water Pulse,Draining Kiss,Psychic|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Grovyle:0:Overgrow:Focus Sash:Jolly:Leaf Blade,Rock Slide,Power-Up Punch,Low Sweep	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 sp	hzla_dynamic_calc_imp_1-3	Asserted
522	Rival Brendan Route 119 Mudkip	Rival Brendan Route 119 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Dragonite:64:Multiscale:Lum Berry:Jolly:Dual Wingbeat,Dragon Claw,Iron Head,Dragon Dance|Gorebyss:64:Dazzling:White Herb:Modest:Ice Beam,Surf,Moonblast,Shell Smash|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Armarouge:64:Mega Launcher:Life Orb:Modest:Armor Cannon,Aura Sphere,Psychic,Shadow Ball|Sceptile:64:Overgrow:Sceptilite:Jolly:Dual Chop,Bullet Seed,Earthquake,Swords Dance|Sceptile-Mega:64:Technician:Sceptilite:Jolly:Dual Chop,Bullet Seed,Earthquake,Swords Dance	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
523	Rival Brendan Route 103 Treecko	Rival Brendan Route 103 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Force Setup First Turn	1	5	5	FALSE	FALSE	Torchic:5:UNK:NONE:Hardy:Scratch,Growl	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
524	Rival Brendan Route 110 Treecko	Rival Brendan Route 110 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Metang:-1:Tough Claws:Eviolite:Impish:Metal Claw,Bullet Punch,Zen Headbutt,Bulldoze|Whimsicott:-1:Prankster:Sitrus Berry:Timid:Giga Drain,Stun Spore,Leech Seed,Dazzling Gleam|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Combusken:0:Blaze:Focus Sash:Modest:Flame Burst,Scorching Sands,Quick Attack,Counter	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 sp	hzla_dynamic_calc_imp_1-3	Asserted
525	Rival Brendan Route 119 Treecko	Rival Brendan Route 119 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Metagross:64:Tough Claws:Air Balloon:Adamant:Meteor Mash,Bullet Punch,Zen Headbutt,Earthquake|Whimsicott:64:Prankster:Leftovers:Timid:Giga Drain,Stun Spore,Leech Seed,Moonblast|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Basculegion-F:64:Adaptability:Life Orb:Modest:Scald,Ice Beam,Psychic,Shadow Ball|Blaziken:64:Striker:Blazikenite:Jolly:Blaze Kick,Thunderous Kick,Thunder Punch,Bulk Up|Blaziken-Mega:64:Striker:Blazikenite:Jolly:Blaze Kick,Thunderous Kick,Thunder Punch,Bulk Up	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
526	Rival Brendan Route 103 Torchic	Rival Brendan Route 103 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability	1	5	5	FALSE	FALSE	Mudkip:5:UNK:NONE:Hardy:Tackle,Growl	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
527	Rival Brendan Route 110 Torchic	Rival Brendan Route 110 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Sliggoo-Hisui:-1:Sap Sipper:Eviolite:Calm:Dragon Breath,Flash Cannon,Water Pulse,Life Dew|Rapidash-Galar:-1:Immunity:Sitrus Berry:Jolly:Flame Wheel,Will-O-Wisp,Covet,Quick Attack|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Marshtomp:0:Torrent:Focus Sash:Brave:Bulldoze,Rock Slide,Liquidation,Flip Turn	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 at	hzla_dynamic_calc_imp_1-3	Asserted
528	Rival Brendan Route 119 Torchic	Rival Brendan Route 119 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Goodra-Hisui:64:Sap Sipper:Leftovers:Calm:Dragon Pulse,Flash Cannon,Wish,Toxic|Rapidash-Galar:64:Flash Fire:Air Balloon:Jolly:Fire Lash,Will-O-Wisp,Play Rough,Wild Charge|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Electrode-Hisui:64:Reckless:Life Orb:Modest:Chloroblast,Thunderbolt,Volt Switch,Flash Cannon|Swampert:64:Torrent:Swampertite:Adamant:Liquidation,Earthquake,Power-Up Punch,Avalanche|Swampert-Mega:64:Swift Swim:Swampertite:Adamant:Liquidation,Earthquake,Power-Up Punch,Avalanche	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
529	Rival May Route 103 Mudkip	Rival May Route 103 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability	1	5	5	FALSE	FALSE	Treecko:5:UNK:NONE:Hardy:Pound,Leer	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
530	Rival May Route 110 Mudkip	Rival May Route 110 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Dragonair:-1:Shed Skin:Eviolite:Impish:Dragon Tail,Dragon Rage,Body Slam,Thunder Wave|Gorebyss:-1:Dazzling:Sitrus Berry:Modest:Aurora Beam,Water Pulse,Draining Kiss,Psychic|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Grovyle:0:Overgrow:Focus Sash:Jolly:Leaf Blade,Rock Slide,Power-Up Punch,Low Sweep	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 sp	hzla_dynamic_calc_imp_1-3	Asserted
531	Rival May Route 119 Mudkip	Rival May Route 119 Mudkip	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Dragonite:64:Multiscale:Lum Berry:Jolly:Dual Wingbeat,Dragon Claw,Iron Head,Dragon Dance|Gorebyss:64:Dazzling:White Herb:Modest:Ice Beam,Surf,Moonblast,Shell Smash|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Armarouge:64:Mega Launcher:Life Orb:Modest:Armor Cannon,Aura Sphere,Psychic,Shadow Ball|Sceptile:64:Overgrow:Sceptilite:Jolly:Dual Chop,Bullet Seed,Earthquake,Swords Dance|Sceptile-Mega:64:Technician:Sceptilite:Jolly:Dual Chop,Bullet Seed,Earthquake,Swords Dance	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
532	Rival May Route 103 Treecko	Rival May Route 103 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability	1	5	5	FALSE	FALSE	Torchic:5:UNK:NONE:Hardy:Scratch,Growl	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
533	Rival May Route 110 Treecko	Rival May Route 110 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	0	TRUE	TRUE	Crobat:-1:Sniper:Muscle Band:Jolly:Dual Wingbeat,Cross Poison,Bite,U-turn|Metang:-1:Tough Claws:Eviolite:Impish:Metal Claw,Bullet Punch,Zen Headbutt,Bulldoze|Whimsicott:-1:Prankster:Sitrus Berry:Timid:Giga Drain,Stun Spore,Leech Seed,Dazzling Gleam|Kubfu:-2:Inner Focus:Punching Glove:Adamant:Drain Punch,Fire Punch,Thunder Punch,Ice Punch|Combusken:0:Blaze:Focus Sash:Modest:Flame Burst,Scorching Sands,Quick Attack,Counter	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|80 sp	hzla_dynamic_calc_imp_1-3	Asserted
534	Rival May Route 119 Treecko	Rival May Route 119 Treecko	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	64	64	TRUE	TRUE	Crobat:64:Sniper:Scope Lens:Jolly:Brave Bird,Cross Poison,Leech Life,U-turn|Metagross:64:Tough Claws:Air Balloon:Adamant:Meteor Mash,Bullet Punch,Zen Headbutt,Earthquake|Whimsicott:64:Prankster:Leftovers:Timid:Giga Drain,Stun Spore,Leech Seed,Moonblast|Urshifu:64:Unseen Fist:Expert Belt:Jolly:Drain Punch,Wicked Blow,Sucker Punch,Ice Punch|Basculegion-F:64:Adaptability:Life Orb:Modest:Scald,Ice Beam,Psychic,Shadow Ball|Blaziken:64:Striker:Blazikenite:Jolly:Blaze Kick,Thunderous Kick,Thunder Punch,Bulk Up|Blaziken-Mega:64:Striker:Blazikenite:Jolly:Blaze Kick,Thunderous Kick,Thunder Punch,Bulk Up	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
535	Rival May Route 103 Torchic	Rival May Route 103 Torchic	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability	1	5	5	FALSE	FALSE	Mudkip:5:UNK:NONE:Hardy:Tackle,Growl	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
